CustomerKey,Title,LastName,BirthDate,MaritalStatus,Suffix,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance,Region,Age,AccessoriesBuyer,GeographyKey
15135,,Kumar,2/11/1983,S,,M,"$90,000.00 ",0,0,Bachelors,Professional,0,3,9416 Shadow Falls Drive,,1 (11) 500 555-0127,10/21/2012,10+ Miles,Pacific,38,1,18
15136,,Johnson,10/30/1977,M,,F,"$100,000.00 ",0,5,High School,Management,0,3,4350 Laguna St,,1 (11) 500 555-0175,1/30/2013,10+ Miles,Pacific,44,1,27
15137,,Foster,2/10/1978,M,,M,"$100,000.00 ",0,5,High School,Management,1,3,2024 Belle Dr,,1 (11) 500 555-0115,2/15/2013,10+ Miles,Pacific,43,1,18
15138,,Hernandez,12/18/1977,S,,F,"$100,000.00 ",0,5,High School,Management,1,3,2200 Rock Oak Road,,1 (11) 500 555-0139,1/28/2013,10+ Miles,Pacific,44,1,18
15139,,She,10/29/1976,M,,M,"$80,000.00 ",0,0,Bachelors,Professional,0,4,4350 Laguna St,,1 (11) 500 555-0196,3/19/2013,10+ Miles,Pacific,45,1,38
15140,,Bradley,3/5/1977,S,,F,"$80,000.00 ",0,0,Bachelors,Professional,0,4,3086 Indigo Ct,,1 (11) 500 555-0139,2/4/2013,10+ Miles,Pacific,44,1,18
15141,,Zheng,4/20/1977,S,,F,"$80,000.00 ",0,0,Bachelors,Professional,1,4,6790 Falcon Dr.,,1 (11) 500 555-0147,9/12/2013,10+ Miles,Pacific,44,1,16
15142,,Nara,11/9/1977,M,,M,"$130,000.00 ",4,5,High School,Management,1,4,9906 Oak Grove Road,,1 (11) 500 555-0189,8/12/2013,10+ Miles,Pacific,44,1,32
15143,,Wang,12/14/1976,M,,M,"$90,000.00 ",0,0,Bachelors,Professional,1,4,3467 Monzeneda Way,,1 (11) 500 555-0149,9/29/2012,10+ Miles,Pacific,45,0,16
15144,,Serrano,10/1/1976,S,,F,"$90,000.00 ",0,0,Bachelors,Professional,1,4,2763 Pass,,1 (11) 500 555-0153,10/4/2012,10+ Miles,Pacific,45,0,24
15145,,Lu,1/15/1977,S,,F,"$90,000.00 ",0,0,Bachelors,Professional,1,4,8473 Larkwood Ct.,,1 (11) 500 555-0199,9/29/2012,10+ Miles,Pacific,44,1,34
15146,,Sara,12/9/1976,M,,F,"$100,000.00 ",0,5,High School,Management,1,4,6358 Parkview Court,,1 (11) 500 555-0195,7/1/2013,10+ Miles,Pacific,45,1,5
15147,,Chen,3/12/1982,M,,M,"$100,000.00 ",0,5,High School,Management,1,4,1310 Mitchelleanjen Ln.,,1 (11) 500 555-0119,4/19/2013,10+ Miles,Pacific,39,1,27
15148,,West,1/6/1976,M,,M,"$90,000.00 ",0,0,Bachelors,Professional,1,4,846 Springwood Way,,1 (11) 500 555-0187,3/21/2013,10+ Miles,Pacific,45,1,27
15149,,Morgan,8/23/1981,M,,F,"$90,000.00 ",0,0,Bachelors,Professional,0,4,9394 Poor Ridge Court,,1 (11) 500 555-0184,6/25/2013,10+ Miles,Pacific,40,1,21
15150,,Shan,11/21/1975,M,,F,"$110,000.00 ",0,5,High School,Management,0,4,1153 Southampton Road,,1 (11) 500 555-0142,10/27/2012,10+ Miles,Pacific,46,1,14
15151,,Shen,12/10/1982,M,,M,"$110,000.00 ",0,5,Partial High School,Professional,1,4,857 Alum Rock Drive,,1 (11) 500 555-0182,10/14/2012,10+ Miles,Pacific,39,0,6
15152,,Moreno,12/12/1976,M,,F,"$110,000.00 ",0,5,Partial High School,Professional,1,4,8048 Shepberry Court,,1 (11) 500 555-0112,10/4/2012,10+ Miles,Pacific,45,1,40
15153,,Li,4/2/1977,M,,F,"$110,000.00 ",0,5,Partial High School,Professional,0,4,4752 Willow Creek Ct.,,1 (11) 500 555-0113,2/23/2013,10+ Miles,Pacific,44,1,2
15154,,Hernandez,3/6/1977,M,,M,"$130,000.00 ",0,5,Partial High School,Management,1,4,5012 Bayshore Rd.,,1 (11) 500 555-0131,3/22/2013,10+ Miles,Pacific,44,1,28
15155,,Harrison,3/8/1947,M,,F,"$70,000.00 ",5,0,Graduate Degree,Management,1,2,7046 Slow Creek Road,,200-555-0168,1/15/2012,10+ Miles,North America,74,1,310
15156,,Foster,8/22/1946,M,,M,"$90,000.00 ",5,0,Bachelors,Management,1,2,7035 Creekridge Lane,,246-555-0114,3/26/2013,5-10 Miles,North America,75,1,311
15157,,Gonzalez,7/11/1946,M,,M,"$100,000.00 ",2,3,Graduate Degree,Management,1,3,3994 Rancho View Drive,,892-555-0110,2/1/2013,5-10 Miles,North America,75,1,54
15158,,Moore,12/11/1946,M,,F,"$100,000.00 ",2,3,Graduate Degree,Management,1,3,5707 Monte Vista Road,,364-555-0124,2/13/2013,5-10 Miles,North America,75,1,338
15159,,Washington,2/12/1947,M,,M,"$100,000.00 ",2,3,Graduate Degree,Management,1,3,1345 La Luz,,874-555-0150,11/17/2013,1-2 Miles,North America,74,1,648
15160,,Van,7/20/1947,M,,F,"$80,000.00 ",5,0,Bachelors,Management,1,2,420 Royal Links Circle,,954-555-0133,1/28/2014,5-10 Miles,North America,74,1,307
15161,,James,2/13/1948,S,,F,"$90,000.00 ",5,0,Bachelors,Management,1,2,1868 Alexander Pl,,149-555-0196,2/23/2013,5-10 Miles,North America,73,1,352
15162,,Barnes,4/1/1948,M,,F,"$100,000.00 ",2,3,Graduate Degree,Management,1,3,8605 Flamingo Dr,,104-555-0123,8/20/2013,5-10 Miles,North America,73,1,53
15163,,Murphy,1/3/1948,M,,F,"$100,000.00 ",2,3,Graduate Degree,Management,1,3,1013 Buchanan Rd,,338-555-0126,9/13/2013,5-10 Miles,North America,73,1,648
15164,,Collins,5/25/1949,M,,F,"$100,000.00 ",2,3,Graduate Degree,Management,1,3,96 Citrus Ave.,Unit B,763-555-0163,7/18/2013,5-10 Miles,North America,72,1,339
15165,,Anand,1/8/1949,M,,M,"$100,000.00 ",2,3,Graduate Degree,Management,1,3,8743 Roanwood Way,,127-555-0124,7/8/2013,5-10 Miles,North America,72,1,310
15166,,Goel,3/10/1949,M,,F,"$130,000.00 ",2,3,Bachelors,Management,1,4,9770 Fraga Court,#91,786-555-0115,1/17/2012,0-1 Miles,North America,72,1,311
15167,,Hernandez,9/20/1948,M,,F,"$130,000.00 ",2,3,Bachelors,Management,1,4,5476 Weber Bryan,,118-555-0122,1/22/2012,0-1 Miles,North America,73,1,614
15168,,Bell,6/6/1950,M,,M,"$70,000.00 ",4,0,Bachelors,Management,1,2,7194 Fourth St.,,696-555-0116,9/20/2013,10+ Miles,North America,71,1,632
15169,,Miller,10/3/1958,M,,M,"$40,000.00 ",3,0,Partial College,Skilled Manual,1,2,6866 Franklin Canyon Rd.,,1 (11) 500 555-0161,10/1/2012,5-10 Miles,Pacific,63,0,32
15170,,Martinez,10/13/1976,M,,M,"$80,000.00 ",2,0,Partial College,Skilled Manual,1,2,4217 Almond Avenue,,1 (11) 500 555-0160,10/15/2012,5-10 Miles,Pacific,45,0,17
15171,,Jones,11/8/1959,S,,F,"$80,000.00 ",2,0,Partial College,Skilled Manual,1,2,P. O. Box # 9257,,1 (11) 500 555-0154,9/30/2012,5-10 Miles,Pacific,62,1,23
15172,,Hill,2/10/1986,S,,F,"$30,000.00 ",0,0,Partial College,Skilled Manual,1,2,74 Jamie Way,,172-555-0157,2/3/2013,5-10 Miles,North America,35,1,68
15173,,Henderson,4/13/1981,S,,M,"$30,000.00 ",0,0,Partial College,Skilled Manual,1,2,2444 Piedmont,,218-555-0176,4/21/2013,5-10 Miles,North America,40,1,539
15174,,Rogers,9/5/1980,S,,F,"$30,000.00 ",0,0,High School,Skilled Manual,1,2,3728 Chinquapin Ct.,,309-555-0111,9/23/2013,5-10 Miles,North America,41,1,302
15175,,Malhotra,11/21/1984,S,,F,"$70,000.00 ",0,0,Partial College,Professional,1,2,4605 Springvale Court,,380-555-0148,6/15/2013,5-10 Miles,North America,37,1,41
15176,,Ramos,8/29/1978,M,,F,"$70,000.00 ",0,0,Partial College,Professional,1,2,4594 Springer Court,,187-555-0112,6/5/2013,5-10 Miles,North America,43,1,49
15177,,Lu,2/16/1979,S,,M,"$70,000.00 ",0,0,Partial College,Professional,0,2,9314 Indianhead Way,,117-555-0110,11/25/2013,0-1 Miles,North America,42,1,311
15178,,Tang,1/15/1961,M,,M,"$80,000.00 ",2,0,High School,Skilled Manual,1,2,24 Jam Way,,1 (11) 500 555-0138,10/17/2012,5-10 Miles,Pacific,60,1,32
15179,,Rubio,7/6/1961,S,,M,"$70,000.00 ",2,0,High School,Skilled Manual,0,2,5619 Saddlehill Lane,,1 (11) 500 555-0185,10/6/2012,1-2 Miles,Pacific,60,1,22
15180,,Suri,7/22/1961,S,,F,"$70,000.00 ",2,0,High School,Skilled Manual,1,2,8752 Greenway Drive,,1 (11) 500 555-0141,10/7/2012,5-10 Miles,Pacific,60,1,20
15181,,Huang,1/30/1973,S,,F,"$70,000.00 ",2,0,High School,Skilled Manual,1,2,8160 Star Tree Court,,1 (11) 500 555-0139,10/9/2012,5-10 Miles,Pacific,48,1,30
15182,,Srini,8/23/1967,S,,F,"$70,000.00 ",2,0,High School,Skilled Manual,1,2,3794 Trees Drive,,1 (11) 500 555-0148,10/22/2012,5-10 Miles,Pacific,54,0,31
15183,,Raji,1/13/1979,S,,F,"$70,000.00 ",2,0,High School,Professional,0,2,4169 Deercreek Ln,,1 (11) 500 555-0113,10/8/2012,5-10 Miles,Pacific,42,1,29
15184,,Hernandez,10/25/1963,S,,M,"$130,000.00 ",0,1,Graduate Degree,Management,1,1,1454 Hillridge Way,,1 (11) 500 555-0184,10/17/2012,5-10 Miles,Pacific,58,1,24
15185,,Evans,2/7/1964,M,,M,"$130,000.00 ",0,1,Graduate Degree,Management,1,1,2708 Stephanie Way,,1 (11) 500 555-0118,9/29/2012,0-1 Miles,Pacific,57,1,39
15186,,Yang,7/17/1969,M,,F,"$130,000.00 ",0,1,Graduate Degree,Management,1,2,8958 Las Palmas,,1 (11) 500 555-0191,3/31/2013,0-1 Miles,Pacific,52,1,28
15187,,Brown,5/3/1979,S,,M,"$80,000.00 ",0,0,Bachelors,Management,0,1,4296 Mountaire Pkwy.,,228-555-0178,6/20/2013,0-1 Miles,North America,42,1,51
15188,,Watson,9/7/1979,S,,M,"$60,000.00 ",0,0,Partial College,Professional,1,2,2951 Cape Cod Way,,149-555-0137,1/12/2012,5-10 Miles,North America,42,0,627
15189,,Russell,8/11/1985,M,,F,"$60,000.00 ",0,0,Partial College,Professional,1,2,986 Roundhouse Pl.,,189-555-0189,1/24/2012,5-10 Miles,North America,36,0,633
15190,,Watson,2/16/1980,S,,F,"$60,000.00 ",0,0,Partial College,Professional,0,2,7047 Poncho St,,853-555-0161,12/5/2013,5-10 Miles,North America,41,1,302
15191,,Kumar,2/16/1980,S,,M,"$60,000.00 ",0,0,High School,Professional,0,2,7047 Poncho St,,282-555-0167,1/8/2012,5-10 Miles,North America,41,0,307
15192,,Shan,4/23/1965,S,,F,"$130,000.00 ",0,1,Graduate Degree,Management,0,3,2552 Palm Ave,,1 (11) 500 555-0149,9/29/2012,0-1 Miles,Pacific,56,1,28
15193,,King,9/15/1971,S,,M,"$120,000.00 ",2,2,Bachelors,Management,1,3,2788 Mt. Tamalpais Place,,422-555-0188,1/15/2012,2-5 Miles,North America,50,1,310
15194,,Suarez,11/20/1977,S,,M,"$120,000.00 ",2,2,Bachelors,Management,0,3,1157 Chilpancingo Pk.,,177-555-0168,1/18/2012,0-1 Miles,North America,44,1,310
15195,,Huang,3/6/1972,S,,M,"$120,000.00 ",2,2,Bachelors,Management,1,3,2815 La Vuelta,,158-555-0170,1/10/2012,2-5 Miles,North America,49,1,311
15196,,Reed,6/22/1977,S,,M,"$120,000.00 ",2,2,Bachelors,Management,1,4,8702 Orchard View Ave,,529-555-0140,1/27/2012,2-5 Miles,North America,44,1,314
15197,,Kumar,3/19/1963,M,,M,"$60,000.00 ",2,0,High School,Professional,0,2,3354 Change Circle,,587-555-0116,7/6/2013,1-2 Miles,North America,58,1,68
15198,,Watson,9/28/1968,M,,F,"$60,000.00 ",2,0,High School,Professional,0,2,3067 Maya,,184-555-0169,2/7/2013,1-2 Miles,North America,53,1,315
15199,,Jordan,9/8/1962,M,,M,"$70,000.00 ",3,2,Partial College,Professional,1,0,5195 Donald Dr,,795-555-0182,1/1/2012,5-10 Miles,North America,59,1,299
15200,,Simpson,8/10/1962,M,,F,"$70,000.00 ",3,2,Partial College,Professional,1,0,8377 St. Raphael Drive,,689-555-0113,2/11/2012,0-1 Miles,North America,59,1,302
15201,,Washington,9/5/1962,S,,F,"$90,000.00 ",2,0,Partial College,Professional,1,1,4698 Pepper Way,,580-555-0132,6/25/2013,2-5 Miles,North America,59,1,70
15202,,Bryant,4/25/1963,M,,M,"$90,000.00 ",2,0,Partial College,Professional,1,1,9583 Silverwood Dr.,,149-555-0191,7/29/2013,5-10 Miles,North America,58,1,322
15203,,Lewis,9/13/1968,M,,M,"$90,000.00 ",2,0,Partial College,Professional,1,1,6660 Hill Top Rd.,,505-555-0183,1/30/2012,2-5 Miles,North America,53,1,315
15204,,Gonzalez,1/18/1973,M,,F,"$90,000.00 ",4,4,Bachelors,Professional,1,0,6764 Eastgate,,1 (11) 500 555-0186,10/7/2012,1-2 Miles,Pacific,48,1,8
15205,,Black,6/20/1973,S,,F,"$90,000.00 ",4,4,Bachelors,Professional,1,0,3310 Harvey Way,,1 (11) 500 555-0145,10/10/2012,1-2 Miles,Pacific,48,1,10
15206,,Andersen,10/9/1972,M,,M,"$90,000.00 ",4,4,Bachelors,Professional,0,0,4176 Cotton Ct,,1 (11) 500 555-0184,5/31/2013,0-1 Miles,Pacific,49,1,30
15207,,Diaz,6/12/1973,S,,M,"$100,000.00 ",0,0,Graduate Degree,Management,1,0,3123 Bonita Ave,,1 (11) 500 555-0183,9/29/2012,2-5 Miles,Pacific,48,1,27
15208,,Luo,4/3/1968,M,,F,"$60,000.00 ",1,0,Bachelors,Professional,1,1,3731 Broadmoor Avenue,,1 (11) 500 555-0125,10/5/2012,5-10 Miles,Pacific,53,0,5
15209,,Romero,1/13/1979,M,,M,"$60,000.00 ",1,0,Bachelors,Professional,1,1,2441 Talbart St.,,1 (11) 500 555-0143,10/21/2012,0-1 Miles,Pacific,42,1,36
15210,,Raje,6/24/1968,S,,M,"$60,000.00 ",1,0,Bachelors,Professional,1,1,1870 Holland Circle,,1 (11) 500 555-0116,10/2/2012,5-10 Miles,Pacific,53,1,28
15211,,Luo,9/3/1966,S,,M,"$60,000.00 ",1,0,Partial College,Skilled Manual,0,1,9343 Seaview Avenue,,1 (11) 500 555-0162,10/5/2012,0-1 Miles,Pacific,55,0,28
15212,,Henderson,1/11/1967,M,,M,"$60,000.00 ",1,0,Bachelors,Professional,1,1,5979 La Corte Bonita,,1 (11) 500 555-0150,4/13/2013,5-10 Miles,Pacific,54,1,4
15213,,Martin,1/3/1967,M,,F,"$60,000.00 ",1,0,Partial College,Skilled Manual,1,1,1301 Stanbridge Ct,,1 (11) 500 555-0180,10/4/2012,0-1 Miles,Pacific,54,0,31
15214,,Jenkins,5/15/1972,S,,F,"$100,000.00 ",0,0,Graduate Degree,Management,0,1,7829 Baldwin Dr.,,1 (11) 500 555-0139,11/12/2012,1-2 Miles,Pacific,49,1,21
15215,,Jiménez,3/24/1972,S,,M,"$100,000.00 ",0,0,Graduate Degree,Management,0,1,607 B Way,,1 (11) 500 555-0182,11/15/2012,1-2 Miles,Pacific,49,1,34
15216,,Gutierrez,12/14/1965,M,,F,"$60,000.00 ",1,0,Partial College,Skilled Manual,1,1,6252 Winding Lane,,1 (11) 500 555-0161,2/11/2013,5-10 Miles,Pacific,56,1,33
15217,,Jai,2/15/1971,S,,M,"$60,000.00 ",1,0,Partial College,Skilled Manual,1,1,9846 Pestana Way,,1 (11) 500 555-0172,2/15/2013,5-10 Miles,Pacific,50,1,35
15218,,Johnsen,3/6/1971,S,,M,"$70,000.00 ",0,0,Bachelors,Professional,1,1,1278 Holly Oak Drive,,1 (11) 500 555-0148,11/26/2012,5-10 Miles,Pacific,50,1,29
15219,,Chen,2/19/1976,S,,M,"$70,000.00 ",0,0,Bachelors,Professional,0,1,3977 Strasbourg Lane,,1 (11) 500 555-0144,11/7/2012,0-1 Miles,Pacific,45,1,29
15220,,Liu,9/7/1975,S,,M,"$70,000.00 ",0,0,Bachelors,Professional,0,1,6247 Aspen Drive,,1 (11) 500 555-0156,11/24/2012,0-1 Miles,Pacific,46,1,3
15221,,Arun,3/8/1975,S,,M,"$70,000.00 ",0,0,Bachelors,Professional,0,1,623 Davis Ave.,,1 (11) 500 555-0129,11/9/2012,0-1 Miles,Pacific,46,1,8
15222,,Patel,9/12/1975,M,,F,"$70,000.00 ",0,0,Bachelors,Professional,0,1,4767 Detroit Ave.,,1 (11) 500 555-0116,6/18/2013,0-1 Miles,Pacific,46,1,35
15223,,Martin,11/24/1975,S,,F,"$70,000.00 ",0,0,Bachelors,Professional,1,1,8713 Yosemite Ct.,,1 (11) 500 555-0162,11/4/2012,5-10 Miles,Pacific,46,0,11
15224,,Gutierrez,2/5/1975,S,,M,"$70,000.00 ",0,0,Bachelors,Professional,0,1,7652 Mcelroy,,1 (11) 500 555-0118,5/5/2013,5-10 Miles,Pacific,46,1,12
15225,,Bhat,6/8/1965,M,,F,"$90,000.00 ",1,0,Bachelors,Professional,1,1,2060 Hill Dr,# 108,1 (11) 500 555-0111,10/29/2012,2-5 Miles,Pacific,56,1,30
15226,,Moreno,4/30/1980,S,,F,"$70,000.00 ",0,0,Bachelors,Professional,0,2,792 Myrtle Drive,,1 (11) 500 555-0192,11/11/2012,0-1 Miles,Pacific,41,0,5
15227,,Malhotra,12/12/1968,S,,M,"$70,000.00 ",0,0,Bachelors,Professional,1,2,319 Dale Pl.,,1 (11) 500 555-0171,11/8/2012,5-10 Miles,Pacific,53,1,10
15228,,Raman,5/1/1969,M,,M,"$70,000.00 ",0,0,Bachelors,Professional,0,2,7749 Dakota Lane,,1 (11) 500 555-0141,11/19/2012,0-1 Miles,Pacific,52,1,14
15229,,Rai,2/29/1968,M,,M,"$60,000.00 ",1,0,Partial College,Skilled Manual,1,1,8544 Dewing Avenue,,1 (11) 500 555-0119,11/3/2012,0-1 Miles,Pacific,53,1,28
15230,,Vance,12/14/1973,M,,F,"$70,000.00 ",5,4,Bachelors,Professional,1,2,4930 Virginia Hills Drive,,1 (11) 500 555-0175,8/19/2013,0-1 Miles,Pacific,48,1,11
15231,,Barnes,10/8/1967,M,,F,"$70,000.00 ",5,4,Partial College,Skilled Manual,0,2,1693 O Avenue,,1 (11) 500 555-0178,10/1/2013,0-1 Miles,Pacific,54,1,13
15232,,Ma,7/14/1972,S,,M,"$60,000.00 ",1,0,Partial College,Skilled Manual,1,1,4502 Knewal Rd,,1 (11) 500 555-0198,6/22/2013,5-10 Miles,Pacific,49,1,23
15233,,Rodriguez,3/6/1972,M,,F,"$70,000.00 ",5,4,Partial College,Skilled Manual,1,3,4428 Madhatter Circle,,1 (11) 500 555-0125,7/6/2013,5-10 Miles,Pacific,49,1,36
15234,,Moreno,1/22/1964,S,,F,"$100,000.00 ",4,0,Bachelors,Management,1,1,4201 Logan Court,,1 (11) 500 555-0119,3/25/2013,10+ Miles,Pacific,57,1,16
15235,,Lopez,6/22/1971,M,,F,"$60,000.00 ",3,2,Partial College,Skilled Manual,1,2,8763 Lori Dr.,,1 (11) 500 555-0139,6/24/2013,0-1 Miles,Pacific,50,1,33
15236,,Kapoor,11/4/1965,M,,F,"$70,000.00 ",5,4,Partial College,Skilled Manual,1,3,5254 Westwood Lane,,1 (11) 500 555-0146,3/29/2013,10+ Miles,Pacific,56,1,23
15237,,Lal,10/11/1976,M,,M,"$70,000.00 ",5,4,Partial College,Skilled Manual,0,3,2369 Teak St.,,1 (11) 500 555-0191,6/4/2013,5-10 Miles,Pacific,45,1,12
15238,,Alonso,10/13/1967,M,,M,"$70,000.00 ",1,0,Partial College,Skilled Manual,1,1,8983 Haynes Court,,1 (11) 500 555-0152,6/11/2013,5-10 Miles,Pacific,54,1,3
15239,,Rodriguez,3/7/1962,M,,M,"$70,000.00 ",1,0,Partial College,Skilled Manual,1,1,6140 Mt. Whitney Way,,1 (11) 500 555-0119,7/19/2013,5-10 Miles,Pacific,59,1,27
15240,,Navarro,4/6/1959,M,,F,"$40,000.00 ",2,0,Bachelors,Management,1,1,8486 Hazelwood Lane,,1 (11) 500 555-0114,7/15/2013,0-1 Miles,Pacific,62,1,13
15241,,Madan,5/23/1964,M,,M,"$40,000.00 ",2,0,Bachelors,Management,1,1,523 Baywood Drive,,1 (11) 500 555-0134,7/25/2013,5-10 Miles,Pacific,57,1,9
15242,,Suarez,2/19/1959,M,,M,"$40,000.00 ",2,0,Bachelors,Management,1,1,9967 Malibu Place,,1 (11) 500 555-0187,8/12/2013,0-1 Miles,Pacific,62,1,18
15243,,Harris,11/30/1981,M,,F,"$30,000.00 ",0,0,High School,Skilled Manual,1,2,1564 Weston Court,,867-555-0150,10/28/2013,5-10 Miles,North America,40,1,543
15244,,Rodriguez,12/3/1981,M,,F,"$30,000.00 ",0,0,High School,Skilled Manual,1,2,6306 Morning Way,,306-555-0159,3/12/2013,5-10 Miles,North America,40,1,62
15245,,Ross,11/25/1981,M,,M,"$30,000.00 ",0,0,High School,Skilled Manual,1,2,9968 Northwood Dr.,,355-555-0178,7/30/2013,5-10 Miles,North America,40,1,369
15246,,Watson,10/5/1981,M,,F,"$30,000.00 ",0,0,High School,Skilled Manual,1,2,6936 Andrews Drive,,870-555-0119,5/27/2013,5-10 Miles,North America,40,1,359
15247,,Stewart,5/10/1981,S,,F,"$40,000.00 ",0,0,High School,Skilled Manual,0,2,6757 Pampered Ct.,,393-555-0141,5/9/2013,0-1 Miles,North America,40,1,633
15248,,Harris,6/27/1982,M,,M,"$40,000.00 ",0,0,High School,Skilled Manual,1,2,4277 Banana Court,,429-555-0155,11/9/2013,5-10 Miles,North America,39,1,612
15249,,Anderson,8/11/1985,S,,F,"$30,000.00 ",0,0,High School,Skilled Manual,0,2,6565 Woodcrest Dr.,,142-555-0137,9/4/2013,0-1 Miles,North America,36,1,348
15250,,Scott,5/13/1986,S,,M,"$30,000.00 ",0,0,High School,Skilled Manual,0,2,4255 Collins Dr.,,222-555-0119,5/5/2013,0-1 Miles,North America,35,1,335
15251,,Hall,8/21/1985,S,,M,"$30,000.00 ",0,0,High School,Skilled Manual,1,2,4092 Folson Drive,,485-555-0116,5/6/2013,5-10 Miles,North America,36,1,59
15252,,Murphy,8/13/1985,M,,F,"$40,000.00 ",0,0,High School,Skilled Manual,1,2,8299 Fernwood Drive,,136-555-0129,2/24/2012,5-10 Miles,North America,36,0,547
15253,,Suri,1/14/1952,M,,M,"$10,000.00 ",5,0,High School,Skilled Manual,1,2,9233 Pepper Way,,1 (11) 500 555-0182,8/4/2013,5-10 Miles,Pacific,69,1,38
15254,,Chapman,8/23/1985,M,,F,"$40,000.00 ",0,0,High School,Skilled Manual,0,2,1568 Delta Fair Blvd.,,367-555-0181,1/30/2012,0-1 Miles,North America,36,1,421
15255,,Collins,12/2/1983,M,,M,"$40,000.00 ",0,0,High School,Skilled Manual,1,2,5444 Flamingo Dr.,,604-555-0118,2/3/2012,5-10 Miles,North America,38,1,358
15256,,Ramirez,8/23/1983,S,,M,"$40,000.00 ",0,0,High School,Skilled Manual,0,2,820 Dobrich Circle,,277-555-0124,2/14/2012,0-1 Miles,North America,38,0,312
15257,,Anderson,9/22/1983,S,,M,"$40,000.00 ",0,0,High School,Skilled Manual,1,2,8154 Via Mexico,,271-555-0176,2/3/2013,5-10 Miles,North America,38,1,611
15258,,Reed,11/4/1983,M,,F,"$40,000.00 ",0,0,High School,Skilled Manual,1,2,6108 Estudello St.,,418-555-0176,9/25/2013,5-10 Miles,North America,38,1,607
15259,,Zhu,4/3/1983,S,,M,"$30,000.00 ",0,0,Partial High School,Clerical,0,2,6140 Nightingale Drive,# 79,665-555-0159,1/4/2014,5-10 Miles,North America,38,1,301
15260,,Torres,2/18/1983,S,,F,"$30,000.00 ",0,0,Partial High School,Clerical,1,2,4257 Crown Court,,139-555-0176,4/4/2013,5-10 Miles,North America,38,1,307
15261,,Torres,12/17/1950,M,,F,"$40,000.00 ",2,0,Bachelors,Management,0,2,8439 Rio Grande Drive,,1 (11) 500 555-0150,4/8/2013,0-1 Miles,Pacific,71,1,12
15262,,Gonzalez,11/17/1945,M,,F,"$30,000.00 ",2,0,Partial College,Clerical,0,2,7618 Eastgate,,1 (11) 500 555-0190,11/10/2012,0-1 Miles,Pacific,76,0,2
15263,,Coleman,6/19/1946,M,,F,"$30,000.00 ",2,0,Partial College,Clerical,0,2,5495 Olivera Road,,1 (11) 500 555-0143,10/4/2013,5-10 Miles,Pacific,75,1,34
15264,,Goel,6/19/1946,M,,M,"$30,000.00 ",2,0,Partial College,Clerical,0,2,5495 Olivera Road,,1 (11) 500 555-0176,3/20/2013,5-10 Miles,Pacific,75,1,23
15265,,Malhotra,2/15/1946,S,,M,"$40,000.00 ",2,0,Bachelors,Management,1,2,2616 Northridge Drive,,1 (11) 500 555-0135,10/31/2012,5-10 Miles,Pacific,75,0,11
15266,,Suarez,10/8/1946,M,,F,"$40,000.00 ",2,0,Bachelors,Management,1,2,9015 G St.,,1 (11) 500 555-0165,11/22/2012,0-1 Miles,Pacific,75,1,18
15267,,Alvarez,4/3/1948,M,,F,"$40,000.00 ",2,0,Bachelors,Management,0,2,9435 Breck Court,,1 (11) 500 555-0142,11/20/2012,0-1 Miles,Pacific,73,1,21
15268,,Wu,10/4/1953,S,,F,"$60,000.00 ",2,0,Graduate Degree,Management,1,1,1619 Stillman Court,,1 (11) 500 555-0113,10/30/2012,5-10 Miles,Pacific,68,0,12
15269,,King,11/17/1981,M,,F,"$40,000.00 ",0,0,High School,Skilled Manual,1,2,4719 Delaware Drive,,940-555-0133,4/27/2013,5-10 Miles,North America,40,1,616
15270,,Cox,2/3/1982,S,,F,"$40,000.00 ",0,0,High School,Skilled Manual,0,2,1237 Dance Court,,360-555-0173,8/6/2013,1-2 Miles,North America,39,1,631
15271,,Yang,12/1/1981,S,,M,"$40,000.00 ",0,0,High School,Skilled Manual,1,2,2370 Mac Court,,231-555-0113,9/3/2013,5-10 Miles,North America,40,1,637
15272,,Gonzales,12/30/1981,S,,M,"$40,000.00 ",0,0,High School,Skilled Manual,0,2,277 South Royal Links,,258-555-0160,11/24/2013,1-2 Miles,North America,39,1,642
15273,,Alexander,11/11/1981,S,,M,"$40,000.00 ",0,0,Partial College,Skilled Manual,1,1,4911 Peachwillow Lane,,780-555-0152,4/6/2013,5-10 Miles,North America,40,1,336
15274,,Johnson,1/22/1982,S,,M,"$40,000.00 ",0,0,Partial College,Skilled Manual,1,1,5033 Pine Hollow Rd.,,443-555-0139,5/18/2013,5-10 Miles,North America,39,1,337
15275,,Collins,4/22/1982,M,,M,"$40,000.00 ",0,0,Partial College,Skilled Manual,1,1,8181 Landana Dr.,,116-555-0177,2/27/2013,5-10 Miles,North America,39,1,369
15276,,Hall,6/2/1985,S,,F,"$30,000.00 ",0,0,Partial College,Skilled Manual,0,1,6684 Galloway Drive,,194-555-0177,2/19/2012,1-2 Miles,North America,36,1,316
15277,,Griffin,12/2/1979,S,,F,"$30,000.00 ",0,0,Partial College,Skilled Manual,0,1,732 East 87th Street,,969-555-0112,6/22/2013,1-2 Miles,North America,42,1,337
